age,workclass
25, Private
36, Private
61, Private
38, Private
57, Private
20, ?
56, Private
24, Private
60, Private
37, Private
27, Private
54, Private
40, Private
18, Private
51, Federal-gov
40, Self-emp-not-inc
64, Federal-gov
24, Private
33, Private
31, Private
26, Local-gov
54, Private
31, Private
39, Private
22, Private
31, Private
68, Private
59, Federal-gov
35, Self-emp-not-inc
25, Private
23, Private
35, Private
17, State-gov
19, Private
53, Private
59, Private
37, Private
74, Self-emp-not-inc
28, Private
40, Private
30, Private
20, Private
80, Private
51, Private
17, Private
37, Federal-gov
19, ?
58, Private
57, Private
37, Private
23, Federal-gov
36, Private
33, Private
30, Private
30, Private
41, Private
57, ?
23, Private
40, Private
53, Private
31, State-gov
41, ?
36, Private
30, Private
44, Private
36, Private
42, Private
48, Self-emp-not-inc
22, Private
38, Private
31, Private
32, Private
35, Private
21, Private
26, Private
19, Local-gov
43, Private
33, Private
30, Private
52, Private
38, Local-gov
28, Private
57, Self-emp-not-inc
51, Private
50, Private
32, Private
32, Private
37, Private
69, Self-emp-not-inc
33, ?
37, Private
36, Private
47, Self-emp-not-inc
63, Private
21, Private
17, Private
56, Private
90, Local-gov
27, Private
38, Private
33, Private
26, Private
20, Private
42, Private
55, Private
32, State-gov
66, Private
66, Local-gov
49, Private
34, Private
38, Private
40, Self-emp-inc
22, Federal-gov
46, Self-emp-not-inc
29, Private
19, Private
71, ?
37, Local-gov
52, Local-gov
27, Private
52, Private
31, Private
37, Self-emp-inc
28, Private
25, Private
31, Private
29, Private
45, Private
69, Private
50, Private
54, State-gov
17, Private
34, Private
32, Self-emp-not-inc
23, Private
66, Private
61, Private
55, Private
24, Private
30, Private
49, Private
21, ?
56, Self-emp-inc
25, Private
49, Private
58, Private
40, Federal-gov
62, Private
54, Private
34, Self-emp-not-inc
18, Private
28, ?
32, Private
22, Local-gov
34, State-gov
53, ?
47, Private
19, Private
41, Self-emp-inc
46, Private
56, Self-emp-not-inc
42, Private
25, Private
42, Private
43, Private
17, Private
57, Self-emp-not-inc
40, Private
62, Local-gov
20, Private
47, Private
40, Private
44, Private
48, Private
39, Self-emp-inc
46, Local-gov
72, Self-emp-inc
53, Private
47, Federal-gov
40, Self-emp-not-inc
34, Private
41, Private
41, Private
20, Private
42, Self-emp-inc
54, Local-gov
39, Self-emp-inc
37, Private
59, Private
69, Private
24, Private
36, Private
21, ?
68, ?
20, Private
26, Self-emp-not-inc
48, Private
39, Self-emp-inc
21, Private
22, Private
34, Private
33, Private
46, Private
47, Private
65, Private
23, Private
28, Private
34, Self-emp-not-inc
20, Private
28, Private
52, Self-emp-inc
40, State-gov
22, Private
29, Self-emp-inc
31, Self-emp-not-inc
42, Federal-gov
38, Private
22, Private
21, ?
43, Private
43, Self-emp-inc
33, Private
17, Self-emp-inc
54, Self-emp-not-inc
45, Private
55, Local-gov
51, Self-emp-not-inc
65, Federal-gov
21, Private
40, Private
58, Private
53, Federal-gov
39, Private
56, Local-gov
37, Private
44, Private
49, Private
36, Private
59, Self-emp-inc
33, Private
36, Private
26, Private
22, Private
25, Private
28, Private
41, Private
45, Private
43, Private
30, Private
33, Private
34, Private
21, Private
31, Private
48, Private
22, Private
47, Private
27, Private
18, Private
43, Private
36, Private
37, Federal-gov
24, Private
24, Private
38, Private
48, Private
75, Private
43, Self-emp-not-inc
64, Private
67, ?
36, Private
53, Private
22, Private
73, Self-emp-not-inc
46, Private
45, Private
43, Private
20, Private
43, Federal-gov
21, Private
40, Private
36, Private
64, Self-emp-inc
19, ?
46, Private
46, Local-gov
41, Local-gov
29, ?
28, Private
23, Private
30, Federal-gov
44, Private
27, Private
25, Private
29, Private
54, Private
27, Private
34, Private
38, Private
24, ?
56, Private
35, Self-emp-inc
23, ?
23, Private
19, Private
42, Private
46, Private
48, Self-emp-inc
27, Private
22, ?
49, Self-emp-inc
23, Private
24, Private
34, Private
25, Federal-gov
33, Self-emp-not-inc
22, Private
54, Local-gov
39, Self-emp-inc
25, Private
75, Self-emp-inc
28, Self-emp-not-inc
50, Private
62, Self-emp-not-inc
40, Private
58, Local-gov
24, Federal-gov
21, Private
40, Private
45, Private
48, Private
34, Private
23, Private
43, Local-gov
42, Local-gov
39, Self-emp-not-inc
52, Self-emp-inc
21, ?
56, Self-emp-not-inc
48, Federal-gov
37, Self-emp-not-inc
25, Private
40, Private
34, Private
52, Private
41, Private
36, Local-gov
21, Private
28, Private
31, Self-emp-not-inc
20, Private
68, Private
35, Private
32, Private
64, Private
17, Private
25, Private
74, ?
31, Private
51, State-gov
67, Private
42, Private
29, Private
31, Private
21, Private
67, Private
41, State-gov
27, Private
51, Private
21, ?
28, Private
21, Private
28, Private
29, Private
39, Self-emp-inc
21, Private
43, Private
44, Self-emp-not-inc
28, Private
31, Private
18, ?
27, Private
34, State-gov
25, Private
34, Private
43, Local-gov
40, Self-emp-inc
21, Private
25, Private
21, Private
19, Self-emp-not-inc
49, Self-emp-inc
20, Private
36, Private
32, Private
23, Private
21, Private
25, Private
26, Private
24, Private
22, Private
26, Private
22, Private
41, Local-gov
18, Private
24, Private
38, Private
36, Private
45, Local-gov
38, Local-gov
38, Private
34, Self-emp-not-inc
53, Local-gov
32, Private
17, Private
45, State-gov
31, Local-gov
47, State-gov
27, Private
61, Federal-gov
33, Private
67, Private
38, Private
25, Private
33, Local-gov
27, Private
45, Private
24, Private
23, Private
48, Private
61, Federal-gov
22, Private
34, Private
32, Private
35, Federal-gov
36, Private
24, Private
60, Private
28, ?
64, Private
22, Private
27, Private
36, State-gov
27, Private
52, Private
57, Self-emp-not-inc
23, Private
29, Self-emp-not-inc
34, Private
38, Private
50, Self-emp-not-inc
50, Private
51, Self-emp-not-inc
17, Self-emp-inc
25, Private
19, Private
43, Self-emp-not-inc
59, Private
39, Private
18, Private
27, Private
39, Private
44, Private
19, Private
32, Local-gov
48, Private
46, Private
65, Private
57, Self-emp-inc
48, Private
46, Private
27, Private
29, Local-gov
21, ?
20, ?
51, ?
35, Self-emp-inc
29, Self-emp-not-inc
30, Local-gov
65, Private
20, ?
47, Federal-gov
41, Private
17, Private
38, Local-gov
38, Local-gov
39, Self-emp-not-inc
24, ?
52, Private
46, Self-emp-not-inc
22, Private
56, Private
37, Self-emp-not-inc
59, Private
19, Self-emp-not-inc
31, Private
22, Private
48, Self-emp-not-inc
63, Self-emp-inc
33, Private
53, Private
38, Private
39, Private
59, Private
45, Private
39, Private
60, State-gov
38, Private
31, Private
61, Self-emp-not-inc
66, ?
26, Private
60, Self-emp-inc
68, ?
32, Private
25, Local-gov
43, Local-gov
26, ?
55, Private
66, Private
31, Private
35, Private
58, Self-emp-inc
56, Private
22, Private
46, Local-gov
33, Private
26, State-gov
42, Self-emp-not-inc
45, Private
43, Private
19, Private
27, Private
51, Private
42, Private
43, Self-emp-not-inc
38, Private
44, Private
36, Private
37, Private
29, Private
53, ?
42, Self-emp-not-inc
80, Private
61, Private
55, Private
20, Private
23, Private
48, Federal-gov
24, Private
71, State-gov
49, Private
39, Federal-gov
22, Private
67, Federal-gov
18, Private
38, Private
38, ?
50, Private
56, Self-emp-not-inc
23, Private
26, Private
32, Private
44, Private
27, Private
40, Local-gov
43, Private
31, State-gov
57, Private
25, Private
22, Private
20, Local-gov
27, Private
39, Private
27, State-gov
41, Local-gov
31, Local-gov
41, Private
25, Private
29, State-gov
22, Private
62, Private
29, Federal-gov
44, Private
32, Private
19, ?
20, Private
65, State-gov
24, Private
37, Self-emp-not-inc
43, Local-gov
38, Self-emp-not-inc
28, Private
33, Private
32, Private
38, Private
33, Private
42, Self-emp-not-inc
27, Private
41, Private
47, Local-gov
55, Private
30, Self-emp-not-inc
54, Private
40, Private
21, Private
34, Private
30, Private
31, Private
22, Private
37, Private
41, ?
52, Local-gov
57, Self-emp-inc
48, Private
58, Private
35, Self-emp-not-inc
40, Private
30, Private
26, Self-emp-not-inc
46, Self-emp-not-inc
26, Federal-gov
50, Federal-gov
22, Private
36, Private
30, Private
58, Private
17, ?
72, Private
19, Private
29, Private
20, ?
30, Private
47, Self-emp-not-inc
51, Private
26, Private
24, Private
44, Private
43, Private
35, Private
51, Private
41, Private
38, Private
39, State-gov
54, Private
62, Private
45, Private
30, Private
32, Private
23, Self-emp-not-inc
84, Local-gov
46, Private
67, Local-gov
29, Private
33, Private
23, Private
63, ?
55, ?
42, State-gov
17, Private
60, Private
31, Private
28, Private
31, Private
65, ?
31, Private
61, Private
43, State-gov
40, State-gov
39, Private
37, Local-gov
47, Private
45, Federal-gov
30, Private
30, Self-emp-not-inc
49, Private
51, Local-gov
31, Private
48, Self-emp-inc
20, Private
32, Private
31, ?
19, Private
50, Private
33, Private
25, ?
49, Private
30, Private
23, Private
44, Private
24, Private
28, Private
56, Private
38, Private
20, Private
82, Private
52, Federal-gov
32, Private
37, Private
36, Private
39, Private
30, Private
49, Local-gov
40, Local-gov
42, Private
35, Private
39, Private
32, Local-gov
22, Private
53, Local-gov
25, Private
17, Never-worked
44, Private
52, Private
42, State-gov
34, Private
27, Private
37, Private
39, State-gov
26, Private
48, Private
57, Private
36, Self-emp-not-inc
27, Private
17, Private
30, Private
37, Private
31, Local-gov
23, Private
32, Private
58, Private
31, Private
44, Private
39, Federal-gov
59, Private
42, Private
45, Private
20, Private
35, Private
50, Private
56, Private
48, Private
58, Self-emp-not-inc
32, Private
23, Private
48, Private
33, Private
48, Private
55, Private
40, Local-gov
50, Private
52, Self-emp-not-inc
19, Private
55, Self-emp-not-inc
36, Self-emp-not-inc
39, Private
22, Private
44, Private
34, Private
33, Private
55, Private
35, Private
50, Private
43, Private
29, Private
56, Private
33, Private
24, Private
46, Private
60, Self-emp-inc
48, Self-emp-inc
65, Local-gov
29, Private
42, Private
44, Private
73, Self-emp-not-inc
21, Private
32, Self-emp-inc
43, Federal-gov
21, Private
30, Private
54, Private
19, Private
55, State-gov
20, Private
53, Private
51, Private
33, Private
62, Private
24, Self-emp-not-inc
17, Self-emp-inc
26, Private
36, Private
32, Private
58, Private
38, Private
72, Private
26, Federal-gov
45, ?
72, ?
60, Private
27, Private
38, Private
37, Self-emp-inc
28, Private
38, Self-emp-inc
29, Private
19, Private
28, Private
70, ?
40, Self-emp-not-inc
26, Private
43, Private
29, Private
25, Federal-gov
29, Private
60, Private
31, Private
51, Local-gov
18, Private
36, Private
35, Private
48, Private
78, Self-emp-not-inc
72, Private
24, Private
58, ?
36, Private
48, Private
28, Private
26, Private
29, Private
47, Private
50, Private
35, Federal-gov
17, Private
41, Private
37, Private
35, Local-gov
56, Private
23, Private
33, Private
79, Self-emp-inc
28, Private
55, Private
59, State-gov
22, Private
19, Private
41, Private
32, Private
67, ?
45, Private
61, Private
34, Private
43, Self-emp-not-inc
38, Private
35, Private
65, Private
24, Private
37, Private
34, Self-emp-not-inc
42, Private
18, Private
43, Federal-gov
31, Private
19, Private
40, Self-emp-inc
32, Private
47, Private
32, Local-gov
46, Self-emp-inc
40, Private
36, Private
33, Private
23, State-gov
21, Private
40, Private
53, State-gov
20, ?
53, Self-emp-not-inc
58, Private
51, Private
31, Private
35, Self-emp-not-inc
23, ?
31, Local-gov
21, Private
39, Self-emp-not-inc
36, Private
51, Private
18, Private
32, Private
56, Private
35, Private
63, Private
61, Private
23, Private
52, Local-gov
19, Private
33, State-gov
35, Private
35, Private
38, Private
23, Private
22, Private
20, Private
19, Private
47, Private
59, Private
38, Private
36, Private
27, Private
24, Private
35, Private
22, State-gov
37, Private
36, Private
28, Private
55, Private
29, ?
32, Private
66, ?
47, Local-gov
23, Private
50, Local-gov
40, Self-emp-not-inc
51, Private
34, Private
28, Private
52, State-gov
39, Self-emp-inc
43, Private
36, Private
25, Private
42, Private
35, Private
43, Private
34, Private
50, State-gov
30, Private
44, Private
52, Private
35, Private
36, Private
30, Private
36, Self-emp-inc
39, Private
25, Private
26, Private
20, Private
20, Private
70, ?
26, Private
24, Private
48, Private
62, Private
48, Private
52, Private
25, Private
58, Private
40, Federal-gov
29, ?
45, Self-emp-inc
19, Private
37, Private
23, Private
31, Self-emp-not-inc
64, Self-emp-not-inc
28, Local-gov
32, Private
49, Local-gov
35, Private
19, ?
45, Private
39, Private
55, Private
46, Self-emp-not-inc
19, Private
29, Private
25, State-gov
37, Private
30, Private
28, Private
36, Federal-gov
32, Private
34, Private
34, Private
20, Private
27, Self-emp-inc
36, Federal-gov
35, Private
37, Private
32, Private
32, Private
52, Private
50, Private
23, Private
25, Private
21, Private
31, Private
31, Self-emp-not-inc
41, Private
47, Private
20, ?
20, Private
29, Private
51, Local-gov
30, Local-gov
23, ?
48, Private
39, Private
62, Private
22, Private
46, Federal-gov
51, Local-gov
20, Private
40, Self-emp-inc
31, Private
30, Private
52, Private
20, Private
37, Local-gov
65, Private
40, Private
60, Local-gov
27, Private
62, Private
53, Private
38, Private
49, Private
21, Private
18, Private
25, Private
36, Private
52, Private
19, Private
23, Private
63, Self-emp-not-inc
63, Self-emp-not-inc
62, Self-emp-inc
51, Self-emp-not-inc
76, Local-gov
50, Private
45, Self-emp-inc
44, Self-emp-inc
51, Private
42, Local-gov
43, Local-gov
53, Private
29, Private
41, Private
44, Federal-gov
35, Private
27, Private
35, Private
60, Private
49, Private
33, Private
35, Private
31, State-gov
54, Private
57, Self-emp-not-inc
30, Private
45, Private
41, Private
25, Private
51, Self-emp-inc
42, Private
28, Private
47, ?
53, Federal-gov
31, Private
46, Private
25, Federal-gov
47, Private
26, Private
30, Private
48, Private
22, Private
32, Self-emp-not-inc
33, Self-emp-not-inc
31, Private
43, Private
26, Private
34, Private
50, Local-gov
30, State-gov
17, Private
35, Local-gov
29, Private
27, Federal-gov
32, Self-emp-not-inc
34, Private
32, Private
47, Federal-gov
40, Private
26, Private
30, Private
54, Private
53, Private
38, Private
43, Private
25, Private
39, Private
57, Local-gov
47, Private
45, Private
24, State-gov
32, Self-emp-not-inc
25, Private
57, Private
28, Private
28, Private
27, Private
28, Private
74, ?
44, Self-emp-not-inc
27, Private
61, Private
25, Private
28, Private
20, Private
33, Private
38, State-gov
31, Private
40, Private
43, Private
38, Private
19, Private
56, Private
38, Private
30, ?
22, Private
18, State-gov
68, Private
35, Private
42, Private
32, Private
43, Federal-gov
30, Private
62, Private
38, Private
27, Private
28, Private
26, Private
21, Private
19, Private
20, Private
25, State-gov
28, Self-emp-not-inc
36, Private
23, Private
24, Private
23, Private
24, Private
25, Self-emp-not-inc
24, Private
30, Private
26, Private
62, ?
36, Private
45, Private
31, Private
34, Private
65, Self-emp-inc
42, Private
27, State-gov
40, Private
53, Federal-gov
54, Private
30, State-gov
59, Private
42, Self-emp-not-inc
23, Private
28, Private
20, Private
22, Private
73, ?
47, Self-emp-not-inc
44, Private
40, Private
37, Private
39, Private
49, Private
44, Self-emp-not-inc
27, Private
50, Private
39, Private
41, Private
55, Private
53, Private
53, Local-gov
31, Private
21, Private
30, Private
74, ?
53, Private
47, Private
60, Private
59, Private
37, Private
47, Federal-gov
49, Private
73, Local-gov
58, Private
18, ?
35, Private
24, State-gov
62, Private
58, Private
51, Private
21, Private
30, Private
27, Private
25, Private
31, Private
31, Private
44, Private
52, Self-emp-inc
30, Private
29, Private
36, Private
54, Self-emp-not-inc
59, Local-gov
55, Private
70, ?
22, Private
42, Private
36, Private
32, Private
44, Private
22, ?
25, Private
31, Private
33, Private
54, Self-emp-not-inc
42, Self-emp-not-inc
49, Private
30, Private
54, Private
39, Private
24, Private
21, Private
23, Private
54, Private
23, Private
39, Private
23, Private
67, ?
19, ?
41, Private
32, Private
57, Private
18, Private
60, State-gov
21, Private
53, Private
38, Private
21, Private
53, Private
24, Private
36, Federal-gov
29, Private
23, Private
44, Private
32, Local-gov
25, Private
41, Self-emp-not-inc
18, Private
57, Private
62, Private
29, Private
19, Private
35, Self-emp-not-inc
52, Private
28, Private
38, Private
42, Private
41, Private
23, Private
31, Private
31, Private
46, Private
18, Private
57, Self-emp-not-inc
25, Private
32, Private
27, Private
46, Federal-gov
17, ?
43, State-gov
56, Self-emp-not-inc
19, Private
20, Federal-gov
42, Private
90, Private
25, Private
27, Private
48, Private
48, Federal-gov
27, Private
46, Private
32, Private
22, Private
24, Private
31, Private
20, Private
28, Self-emp-not-inc
40, Self-emp-inc
39, Private
54, Local-gov
59, Local-gov
17, Private
25, Self-emp-not-inc
49, Local-gov
55, Self-emp-not-inc
39, Private
67, Private
28, Private
35, Private
44, Private
51, Private
55, Private
45, Local-gov
32, Private
45, Private
45, Private
35, Private
55, Local-gov
59, Private
22, Private
46, Local-gov
23, Private
47, Private
34, Private
51, Private
40, Private
24, State-gov
20, Private
44, Private
26, Private
35, Local-gov
23, Private
40, Private
49, Local-gov
32, Private
28, Private
51, Private
62, Private
31, Private
47, Local-gov
36, Private
44, State-gov
18, ?
46, Private
32, Private
51, Self-emp-not-inc
48, Private
28, Private
57, Self-emp-inc
33, Private
42, Private
17, Private
63, ?
31, Self-emp-inc
34, ?
35, Private
20, Private
36, Private
24, Private
33, Private
36, Private
31, Private
29, Private
47, Private
30, Private
34, Private
23, Private
33, Private
59, Private
67, Self-emp-not-inc
26, Private
27, Private
20, Private
24, Private
44, Federal-gov
31, Private
28, Private
19, Private
31, Self-emp-not-inc
20, Private
64, Private
47, State-gov
36, Private
48, Private
19, Self-emp-not-inc
22, Private
56, Private
22, Private
37, Private
57, Local-gov
38, Private
34, Private
22, ?
38, Federal-gov
30, Self-emp-inc
32, Private
29, Private
56, Private
42, Private
66, ?
71, Local-gov
20, Private
25, Private
42, Private
20, ?
61, Private
24, State-gov
51, Private
27, Private
41, Private
31, Private
39, Private
36, ?
51, Self-emp-not-inc
52, Private
49, Private
43, Private
45, Private
49, Private
19, Private
44, Self-emp-not-inc
67, Self-emp-inc
58, Private
36, Private
67, Private
61, Private
55, Local-gov
23, ?
35, Federal-gov
35, Private
20, State-gov
51, Private
23, Private
39, Private
36, Private
47, Private
27, Private
29, Private
21, State-gov
18, Private
24, Private
39, Federal-gov
51, State-gov
47, Private
62, Private
49, Private
20, Private
24, Private
25, Private
54, Self-emp-not-inc
25, Private
20, ?
43, Private
26, Private
24, Private
18, Private
45, Self-emp-inc
45, Self-emp-not-inc
26, Private
47, Private
54, ?
21, Without-pay
29, Private
68, Private
21, Private
28, Self-emp-inc
46, Private
35, Private
50, Self-emp-not-inc
48, Self-emp-inc
17, ?
59, Private
23, Private
53, Private
50, Self-emp-inc
32, ?
53, Private
52, Private
38, Private
43, Private
35, Private
41, Private
22, Private
39, Private
45, Private
31, Private
40, Private
47, Self-emp-not-inc
53, Private
53, Self-emp-inc
33, Local-gov
24, Private
34, Private
46, Self-emp-inc
29, Federal-gov
61, State-gov
31, Private
29, Private
42, Private
50, Federal-gov
34, Private
39, Private
74, Private
40, Private
75, Self-emp-not-inc
40, Local-gov
36, Private
61, ?
42, ?
28, Private
19, Private
36, Private
33, ?
50, Federal-gov
47, Private
48, Private
60, Self-emp-inc
30, Private
32, Private
45, Local-gov
51, Private
53, Private
34, Private
48, Self-emp-not-inc
68, ?
32, Private
63, ?
31, Private
58, Self-emp-not-inc
32, Private
32, Private
40, Private
50, Private
38, Self-emp-not-inc
30, Private
21, Private
28, Private
63, Private
32, Private
25, Private
59, Private
22, Local-gov
49, Private
36, Private
31, ?
46, Private
37, Local-gov
48, Private
43, Private
41, Private
54, Private
36, Private
29, Private
66, Local-gov
59, Private
62, Private
29, Private
28, Private
27, Private
42, State-gov
60, Private
58, Private
27, Private
45, Private
50, Private
43, Private
39, Private
21, Private
24, Private
59, Self-emp-not-inc
36, Private
72, ?
35, Private
33, Private
30, Private
40, Private
26, Self-emp-not-inc
37, Federal-gov
68, Self-emp-not-inc
45, Private
56, Private
36, Private
50, Private
38, Private
29, Private
28, Private
39, Federal-gov
26, Local-gov
52, Self-emp-inc
52, Private
84, Private
33, Federal-gov
46, Federal-gov
30, Private
38, Private
66, Private
62, Federal-gov
31, Private
31, Private
39, Private
60, Self-emp-not-inc
27, Private
37, ?
38, Private
25, Private
48, Private
42, Self-emp-not-inc
45, Local-gov
22, Private
50, Private
21, Private
44, Local-gov
60, Self-emp-not-inc
21, ?
51, Private
30, Private
46, Self-emp-not-inc
43, Private
57, Private
48, Private
39, Self-emp-inc
68, Self-emp-not-inc
33, Private
22, Without-pay
18, ?
28, Private
32, Private
56, Private
36, Private
34, Private
18, Private
39, Private
25, Private
27, Self-emp-not-inc
56, Self-emp-not-inc
33, Self-emp-not-inc
49, Self-emp-inc
44, Self-emp-not-inc
30, Self-emp-not-inc
27, Private
25, Private
30, Self-emp-inc
38, Private
38, Private
46, Private
37, Private
62, Private
55, Self-emp-not-inc
47, Self-emp-not-inc
45, Private
50, Private
36, Private
45, Private
23, Private
37, Private
38, State-gov
27, Private
29, Private
45, Local-gov
41, Self-emp-inc
38, Self-emp-not-inc
27, Private
51, Federal-gov
44, Federal-gov
33, Federal-gov
28, Self-emp-inc
32, Private
43, Private
45, Local-gov
52, Federal-gov
24, Private
19, ?
47, Private
53, Self-emp-inc
31, Private
30, Private
56, Private
49, Federal-gov
38, Private
19, Private
39, Private
38, Private
47, Private
58, Private
27, Private
59, Local-gov
24, Private
42, Private
53, State-gov
35, Private
36, Local-gov
26, Private
33, Private
29, Private
43, Private
35, Private
48, Private
45, Local-gov
43, Private
27, Private
21, Private
63, ?
39, Private
52, Self-emp-not-inc
41, Self-emp-inc
48, Private
27, ?
53, State-gov
33, Local-gov
37, Private
18, ?
43, Federal-gov
20, Private
47, Private
36, Self-emp-not-inc
41, Private
67, Private
38, Private
47, Self-emp-not-inc
39, Private
34, Self-emp-not-inc
36, Private
24, Private
50, Self-emp-not-inc
21, Private
21, Private
40, Private
19, Private
38, Private
34, Private
44, Local-gov
20, Private
44, Private
49, Local-gov
45, Self-emp-inc
24, Private
34, Private
58, Self-emp-not-inc
39, Private
22, Private
38, Private
32, Federal-gov
45, State-gov
23, Private
35, Private
52, Private
55, Private
23, Private
22, Private
27, Private
24, Private
21, Private
49, Private
32, Private
64, Private
37, Self-emp-not-inc
61, Private
44, Private
53, Private
43, Private
60, State-gov
23, Private
25, Private
29, Private
51, Private
47, Private
20, Private
25, Private
27, Private
23, Private
18, Private
23, Private
59, Self-emp-not-inc
46, Private
66, ?
46, Local-gov
36, Local-gov
44, Private
17, Private
27, Private
32, Private
53, Private
22, Private
30, Private
47, Self-emp-not-inc
68, Self-emp-not-inc
39, Private
22, Private
62, ?
20, Private
21, Private
34, Private
30, Self-emp-not-inc
25, Private
23, State-gov
40, State-gov
26, Federal-gov
57, Self-emp-not-inc
36, Private
43, ?
49, State-gov
58, Private
32, Private
59, Private
42, State-gov
37, Private
40, Private
47, Private
56, Private
30, Private
42, Private
21, Private
21, Private
47, Private
22, Self-emp-not-inc
35, Private
41, Private
43, Federal-gov
60, Private
73, Private
90, Private
62, Federal-gov
28, Private
45, Private
19, Private
30, Private
19, Private
23, Private
22, Federal-gov
19, Private
45, Federal-gov
26, Local-gov
42, Local-gov
62, Self-emp-not-inc
61, Private
34, Private
22, Local-gov
56, Private
32, Private
24, ?
26, Private
32, Private
58, Private
25, Self-emp-not-inc
23, Private
23, Private
54, Private
28, Private
35, Private
30, Private
23, Private
42, Private
72, Private
21, Private
37, Private
54, Private
58, Private
32, Private
65, Private
22, Private
52, Private
65, Private
33, Self-emp-not-inc
35, Private
27, Private
34, State-gov
53, Self-emp-not-inc
23, Private
43, State-gov
58, Private
38, Private
26, Private
60, Private
28, Private
33, Federal-gov
29, Local-gov
54, State-gov
41, Private
63, Self-emp-not-inc
31, Private
23, Private
31, Private
41, Private
51, Private
59, Private
23, Private
24, Self-emp-not-inc
67, Self-emp-not-inc
65, ?
47, Local-gov
21, Private
38, Private
55, Private
39, Private
24, Private
24, Private
38, Private
19, Private
32, Private
63, Self-emp-not-inc
18, Private
36, Private
41, Private
57, Private
48, Private
44, Private
25, Private
48, Private
20, Private
74, Self-emp-not-inc
44, Private
26, Private
54, Local-gov
39, Private
38, Private
18, Private
32, Local-gov
24, Private
19, Self-emp-not-inc
28, Private
28, Private
49, Local-gov
50, Private
63, Private
58, Self-emp-not-inc
68, Self-emp-inc
41, Federal-gov
21, ?
27, Private
24, Private
50, Private
47, Private
64, ?
54, Private
28, Private
26, State-gov
35, State-gov
48, Private
50, Private
39, Private
46, Private
41, Private
24, Private
57, Private
32, Private
41, Private
55, Private
41, ?
69, Private
22, Private
45, Private
33, Private
57, Private
38, Self-emp-not-inc
40, Private
48, Self-emp-not-inc
38, Local-gov
26, State-gov
24, Private
35, Private
37, Private
42, Private
37, Private
37, Private
28, Private
22, Private
24, Private
45, Local-gov
29, Self-emp-not-inc
23, Private
24, Federal-gov
25, Private
58, Private
28, Self-emp-inc
58, Private
18, Private
59, Private
39, Private
53, Self-emp-inc
54, Private
51, Private
59, Private
42, State-gov
36, Private
37, Private
32, Private
38, Self-emp-not-inc
19, Private
55, Local-gov
30, Private
27, Private
65, ?
44, Private
23, ?
32, Private
60, Private
28, Private
44, Private
29, Private
57, State-gov
41, Private
34, Self-emp-not-inc
44, Private
44, Private
57, Private
37, Private
35, Private
51, Private
27, Private
41, State-gov
28, ?
37, Self-emp-not-inc
18, Private
24, State-gov
53, Private
40, Private
54, Private
22, Private
44, Private
43, Private
58, State-gov
59, Local-gov
31, Private
35, Private
17, Private
45, Private
40, Private
35, Private
25, Federal-gov
58, Private
39, Private
69, ?
23, Private
32, State-gov
48, Private
41, Private
74, Private
43, Private
18, Private
24, Federal-gov
58, Private
54, Private
60, Private
28, Private
41, Private
62, ?
27, State-gov
30, Private
63, Local-gov
33, Private
34, Private
20, ?
51, Private
21, Private
50, Private
43, Private
27, Private
19, Private
20, ?
17, Private
47, Private
25, Local-gov
71, Private
21, Private
69, ?
48, Private
57, Private
58, Self-emp-not-inc
34, Private
33, Local-gov
56, Private
40, Federal-gov
28, Private
42, Private
19, ?
41, Private
28, Self-emp-inc
40, Private
23, Private
46, ?
39, Private
39, Private
45, Private
21, ?
50, Self-emp-not-inc
33, Private
34, Private
55, Private
62, Federal-gov
31, Private
35, Self-emp-not-inc
30, Private
57, Self-emp-inc
50, Private
51, Private
47, Private
37, Private
58, Private
39, Private
34, Private
45, Private
19, ?
42, Private
40, Private
39, Self-emp-not-inc
36, Private
56, Private
19, ?
37, Private
60, Local-gov
56, Private
51, Private
34, Private
23, ?
19, Private
37, Federal-gov
58, Private
33, Private
39, Private
36, Private
26, Private
22, Private
32, Private
17, Private
57, ?
68, Private
70, Private
30, Private
19, State-gov
51, Private
19, Private
47, Private
41, Private
36, Private
30, Private
26, Private
41, Local-gov
25, Private
62, Private
23, Private
26, ?
25, Private
30, Private
48, Private
20, Private
51, Private
19, Private
31, Private
36, Private
21, ?
40, Private
30, Self-emp-not-inc
28, Self-emp-not-inc
57, Private
18, Private
54, Private
32, Private
52, Private
27, Private
45, Private
18, Private
37, Self-emp-not-inc
52, Private
59, Private
27, Private
43, Federal-gov
56, Private
44, Self-emp-not-inc
37, Private
28, Private
48, Self-emp-not-inc
58, Self-emp-not-inc
29, Private
37, Private
35, Self-emp-inc
36, Private
52, Private
30, Private
22, Private
55, Self-emp-not-inc
61, Private
33, Private
46, Private
64, Private
28, Private
19, Private
36, Private
43, Self-emp-not-inc
39, Self-emp-not-inc
56, Private
24, Local-gov
40, Private
45, Self-emp-inc
56, Local-gov
46, Private
35, Federal-gov
36, Self-emp-not-inc
50, Self-emp-not-inc
61, Private
31, Private
63, Private
41, Private
48, Private
45, Private
24, Private
34, Private
27, Private
26, Private
27, Private
55, Private
38, Private
31, Private
51, Self-emp-not-inc
56, Private
39, Private
50, Private
34, Local-gov
44, Private
21, Private
37, Private
34, ?
18, Private
34, ?
38, Private
19, Private
46, Private
19, Private
22, Private
38, Private
33, Private
83, Self-emp-not-inc
34, Private
38, Private
