,age,workclass
13673,21, Private
13674,45, Federal-gov
13675,55, Self-emp-not-inc
13676,24, Private
13677,70, Self-emp-not-inc
13678,27, Local-gov
13679,34, Private
13680,57, Private
13681,37, Self-emp-not-inc
13682,52, Private
13683,32, Private
13684,42, Private
13685,24, Private
13686,50, Private
13687,36, Private
13688,42, Private
13689,40, Private
13690,39, Federal-gov
13691,51, Private
13692,38, State-gov
13693,18, Private
13694,63, Self-emp-not-inc
13695,50, Private
13696,82, Self-emp-not-inc
13697,33, Private
13698,37, Private
13699,24, Private
13700,31, Private
13701,59, Private
13702,18, Private
13703,47, Self-emp-not-inc
13704,48, Private
13705,27, Private
13706,34, Private
13707,50, Private
13708,57, Self-emp-not-inc
13709,60, Private
13710,39, Private
13711,56, ?
13712,18, Private
13713,26, Private
13714,37, Private
13715,20, Private
13716,29, Local-gov
13717,30, Private
13718,21, Private
13719,24, Local-gov
13720,51, Private
13721,31, Private
13722,45, Private
13723,36, Local-gov
13724,29, Private
13725,20, Private
13726,46, Private
13727,44, Private
13728,39, Private
13729,39, Private
13730,45, Private
13731,28, Private
13732,44, Private
13733,48, Local-gov
13734,27, Private
13735,34, Self-emp-not-inc
13736,35, Private
13737,28, Federal-gov
13738,25, Private
13739,21, Private
13740,18, Private
13741,63, Self-emp-not-inc
13742,18, Private
13743,32, Private
13744,25, ?
13745,19, Private
13746,23, Private
13747,38, Private
13748,36, Private
13749,43, Private
13750,45, Private
13751,30, Private
13752,46, Private
13753,24, Federal-gov
13754,42, Private
13755,23, Private
13756,27, Private
13757,48, Private
13758,31, Self-emp-inc
13759,31, Private
13760,18, Private
13761,36, Private
13762,58, Private
13763,51, Self-emp-not-inc
13764,22, Private
13765,72, Private
13766,61, Private
13767,42, Private
13768,37, Federal-gov
13769,30, Self-emp-inc
13770,40, Private
13771,20, Private
13772,65, Private
13773,36, Private
13774,37, Private
13775,33, Self-emp-not-inc
13776,64, Local-gov
13777,61, Self-emp-not-inc
13778,38, Private
13779,27, Private
13780,24, Private
13781,39, Private
13782,44, Private
13783,47, Private
13784,73, ?
13785,66, Private
13786,53, Private
13787,43, State-gov
13788,57, State-gov
13789,44, Private
13790,59, Private
13791,52, Self-emp-not-inc
13792,46, Private
13793,20, Private
13794,37, Federal-gov
13795,41, Self-emp-not-inc
13796,39, Federal-gov
13797,30, Private
13798,59, Private
13799,22, Private
13800,40, Private
13801,39, Self-emp-not-inc
13802,24, Private
13803,63, Private
13804,51, Private
13805,34, Self-emp-inc
13806,38, Private
13807,17, Private
13808,20, Private
13809,42, Self-emp-not-inc
13810,41, Private
13811,56, Local-gov
13812,17, Private
13813,31, Private
13814,23, Private
13815,33, ?
13816,36, Local-gov
13817,37, Private
13818,52, Private
13819,28, Private
13820,59, Private
13821,30, Private
13822,32, Private
13823,30, Private
13824,53, Private
13825,54, Self-emp-not-inc
13826,26, Private
13827,34, Private
13828,31, Private
13829,34, Private
13830,58, Private
13831,30, State-gov
13832,53, Private
13833,27, Private
13834,23, Private
13835,24, Private
13836,36, Private
13837,33, Federal-gov
13838,22, State-gov
13839,47, Private
13840,34, Private
13841,44, Federal-gov
13842,41, Private
13843,45, ?
13844,24, Private
13845,65, ?
13846,45, Private
13847,23, Private
13848,54, Private
13849,40, Private
13850,45, Private
13851,50, Private
13852,40, Private
13853,24, Private
13854,42, Private
13855,50, Private
13856,58, Self-emp-not-inc
13857,47, Private
13858,37, Private
13859,37, Self-emp-not-inc
13860,22, Private
13861,29, Self-emp-not-inc
13862,45, Private
13863,49, Self-emp-not-inc
13864,44, Local-gov
13865,72, Private
13866,63, Self-emp-not-inc
13867,26, Private
13868,58, Self-emp-not-inc
13869,40, Private
13870,56, Private
13871,55, Self-emp-not-inc
13872,28, Private
13873,57, Private
13874,37, Private
13875,44, Private
13876,31, Private
13877,42, Private
13878,18, Private
13879,57, Self-emp-not-inc
13880,53, Local-gov
13881,38, Private
13882,33, Private
13883,42, Private
13884,70, ?
13885,50, Private
13886,50, Private
13887,28, Private
13888,72, Federal-gov
13889,33, Private
13890,47, Private
13891,48, Private
13892,64, Self-emp-not-inc
13893,19, Private
13894,48, Private
13895,37, Private
13896,55, Private
13897,24, Private
13898,42, Federal-gov
13899,43, Private
13900,34, Private
13901,55, Self-emp-inc
13902,22, Private
13903,39, Private
13904,50, Self-emp-not-inc
13905,47, Local-gov
13906,25, Private
13907,52, Private
13908,30, Private
13909,37, Self-emp-not-inc
13910,73, Self-emp-inc
13911,50, Private
13912,34, Private
13913,24, Private
13914,66, Private
13915,22, Private
13916,69, Local-gov
13917,23, Private
13918,55, Private
13919,35, Private
13920,20, Private
13921,70, Self-emp-inc
13922,54, Private
13923,34, Private
13924,38, State-gov
13925,33, Private
13926,43, Private
13927,60, Self-emp-inc
13928,81, Self-emp-not-inc
13929,32, Self-emp-not-inc
13930,34, Private
13931,46, Self-emp-not-inc
13932,30, State-gov
13933,23, ?
13934,29, Private
13935,51, Private
13936,31, Private
13937,36, Federal-gov
13938,23, Private
13939,35, Private
13940,28, Local-gov
13941,33, State-gov
13942,40, Private
13943,27, Private
13944,38, Self-emp-inc
13945,47, Private
13946,25, Private
13947,45, Private
13948,38, Private
13949,66, ?
13950,65, Local-gov
13951,30, Private
13952,54, Private
13953,49, Private
13954,41, Self-emp-not-inc
13955,48, Federal-gov
13956,23, Private
13957,77, Private
13958,19, Private
13959,30, Private
13960,41, Self-emp-inc
13961,35, Private
13962,20, Private
13963,66, Self-emp-inc
13964,49, Private
13965,52, Private
13966,24, Private
13967,50, Private
13968,22, Private
13969,19, Private
13970,39, Private
13971,45, Private
13972,61, Local-gov
13973,45, Private
13974,36, Local-gov
13975,40, Private
13976,38, Private
13977,52, Local-gov
13978,29, Federal-gov
13979,33, Private
13980,40, Self-emp-not-inc
13981,34, Private
13982,46, Local-gov
13983,44, Private
13984,19, Private
13985,44, Private
13986,40, Private
13987,20, Private
13988,24, Private
13989,76, Private
13990,20, Private
13991,33, Private
13992,31, Private
13993,33, Private
13994,19, Private
13995,29, Private
13996,30, Private
13997,48, Private
13998,42, Private
13999,37, Private
14000,54, Self-emp-inc
14001,42, Private
14002,28, Self-emp-not-inc
14003,42, Local-gov
14004,60, State-gov
14005,76, ?
14006,21, Private
14007,29, Private
14008,43, Private
14009,44, Private
14010,45, Private
14011,38, Private
14012,28, Private
14013,29, Private
14014,20, Private
14015,49, Self-emp-inc
14016,36, Local-gov
14017,40, Self-emp-inc
14018,17, Private
14019,45, Private
14020,42, Private
14021,29, Private
14022,57, Self-emp-not-inc
14023,23, Private
14024,20, Private
14025,23, Private
14026,39, Private
14027,34, Private
14028,43, Self-emp-not-inc
14029,25, State-gov
14030,40, Private
14031,52, Self-emp-not-inc
14032,48, Private
14033,37, Private
14034,36, Private
14035,33, Private
14036,36, Local-gov
14037,24, Private
14038,42, Local-gov
14039,35, Self-emp-inc
14040,40, Federal-gov
14041,50, Self-emp-inc
14042,40, Private
14043,22, Private
14044,57, Self-emp-inc
14045,51, Local-gov
14046,61, Federal-gov
14047,71, Private
14048,47, Private
14049,38, Private
14050,25, Private
14051,33, Private
14052,40, State-gov
14053,39, ?
14054,29, Private
14055,33, Private
14056,46, Private
14057,24, Private
14058,28, Private
14059,20, Private
14060,34, Private
14061,34, State-gov
14062,25, Private
14063,36, Private
14064,61, Private
14065,38, Private
14066,57, Private
14067,20, ?
14068,56, Private
14069,24, Private
14070,60, Private
14071,37, Private
14072,27, Private
14073,54, Private
14074,40, Private
14075,18, Private
14076,51, Federal-gov
14077,40, Self-emp-not-inc
14078,64, Federal-gov
14079,24, Private
14080,33, Private
14081,31, Private
14082,26, Local-gov
14083,54, Private
14084,31, Private
14085,39, Private
14086,22, Private
14087,31, Private
14088,68, Private
14089,59, Federal-gov
14090,35, Self-emp-not-inc
14091,25, Private
14092,23, Private
14093,35, Private
14094,17, State-gov
14095,19, Private
14096,53, Private
14097,59, Private
14098,37, Private
14099,74, Self-emp-not-inc
14100,28, Private
14101,40, Private
14102,30, Private
14103,20, Private
14104,80, Private
14105,51, Private
14106,17, Private
14107,37, Federal-gov
14108,19, ?
14109,58, Private
14110,57, Private
14111,37, Private
14112,23, Federal-gov
14113,36, Private
14114,33, Private
14115,30, Private
14116,30, Private
14117,41, Private
14118,57, ?
14119,23, Private
14120,40, Private
14121,53, Private
14122,31, State-gov
14123,41, ?
14124,36, Private
14125,30, Private
14126,44, Private
14127,36, Private
14128,42, Private
14129,48, Self-emp-not-inc
14130,22, Private
14131,38, Private
14132,31, Private
14133,32, Private
14134,35, Private
14135,21, Private
14136,26, Private
14137,19, Local-gov
14138,43, Private
14139,33, Private
14140,30, Private
14141,52, Private
14142,38, Local-gov
14143,28, Private
14144,57, Self-emp-not-inc
14145,51, Private
14146,50, Private
14147,32, Private
14148,32, Private
14149,37, Private
14150,69, Self-emp-not-inc
14151,33, ?
14152,37, Private
14153,36, Private
14154,47, Self-emp-not-inc
14155,63, Private
14156,21, Private
14157,17, Private
14158,56, Private
14159,90, Local-gov
14160,27, Private
14161,38, Private
14162,33, Private
14163,26, Private
14164,20, Private
14165,42, Private
14166,55, Private
14167,32, State-gov
14168,66, Private
14169,66, Local-gov
14170,49, Private
14171,34, Private
14172,38, Private
14173,40, Self-emp-inc
14174,22, Federal-gov
14175,46, Self-emp-not-inc
14176,29, Private
14177,19, Private
14178,71, ?
14179,37, Local-gov
14180,52, Local-gov
14181,27, Private
14182,52, Private
14183,31, Private
14184,37, Self-emp-inc
14185,28, Private
14186,25, Private
14187,31, Private
14188,29, Private
14189,45, Private
14190,69, Private
14191,50, Private
14192,54, State-gov
14193,17, Private
14194,34, Private
14195,32, Self-emp-not-inc
14196,23, Private
14197,66, Private
14198,61, Private
14199,55, Private
14200,24, Private
14201,30, Private
14202,49, Private
14203,21, ?
14204,56, Self-emp-inc
14205,25, Private
14206,49, Private
14207,58, Private
14208,40, Federal-gov
14209,62, Private
14210,54, Private
14211,34, Self-emp-not-inc
14212,18, Private
14213,28, ?
14214,32, Private
14215,22, Local-gov
14216,34, State-gov
14217,53, ?
14218,47, Private
14219,19, Private
14220,41, Self-emp-inc
14221,46, Private
14222,56, Self-emp-not-inc
14223,42, Private
14224,25, Private
14225,42, Private
14226,43, Private
14227,17, Private
14228,57, Self-emp-not-inc
14229,40, Private
14230,62, Local-gov
14231,20, Private
14232,47, Private
14233,40, Private
14234,44, Private
14235,48, Private
14236,39, Self-emp-inc
14237,46, Local-gov
14238,72, Self-emp-inc
14239,53, Private
14240,47, Federal-gov
14241,40, Self-emp-not-inc
14242,34, Private
14243,41, Private
14244,41, Private
14245,20, Private
14246,42, Self-emp-inc
14247,54, Local-gov
14248,39, Self-emp-inc
14249,37, Private
14250,59, Private
14251,69, Private
14252,24, Private
14253,36, Private
14254,21, ?
14255,68, ?
14256,20, Private
14257,26, Self-emp-not-inc
14258,48, Private
14259,39, Self-emp-inc
14260,21, Private
14261,22, Private
14262,34, Private
14263,33, Private
14264,46, Private
14265,47, Private
14266,65, Private
14267,23, Private
14268,28, Private
14269,34, Self-emp-not-inc
14270,20, Private
14271,28, Private
14272,52, Self-emp-inc
14273,40, State-gov
14274,22, Private
14275,29, Self-emp-inc
14276,31, Self-emp-not-inc
14277,42, Federal-gov
14278,38, Private
14279,22, Private
14280,21, ?
14281,43, Private
14282,43, Self-emp-inc
14283,33, Private
14284,17, Self-emp-inc
14285,54, Self-emp-not-inc
14286,45, Private
14287,55, Local-gov
14288,51, Self-emp-not-inc
14289,65, Federal-gov
14290,21, Private
14291,40, Private
14292,58, Private
14293,53, Federal-gov
14294,39, Private
14295,56, Local-gov
14296,37, Private
14297,44, Private
14298,49, Private
14299,36, Private
14300,59, Self-emp-inc
14301,33, Private
14302,36, Private
14303,26, Private
14304,22, Private
14305,25, Private
14306,28, Private
14307,41, Private
14308,45, Private
14309,43, Private
14310,30, Private
14311,33, Private
14312,34, Private
14313,21, Private
14314,31, Private
14315,48, Private
14316,22, Private
14317,47, Private
14318,27, Private
14319,18, Private
14320,43, Private
14321,36, Private
14322,37, Federal-gov
14323,24, Private
14324,24, Private
14325,38, Private
14326,48, Private
14327,75, Private
14328,43, Self-emp-not-inc
14329,64, Private
14330,67, ?
14331,36, Private
14332,53, Private
14333,22, Private
14334,73, Self-emp-not-inc
14335,46, Private
14336,45, Private
14337,43, Private
14338,20, Private
14339,43, Federal-gov
14340,21, Private
14341,40, Private
14342,36, Private
14343,64, Self-emp-inc
14344,19, ?
14345,46, Private
14346,46, Local-gov
14347,41, Local-gov
14348,29, ?
14349,28, Private
14350,23, Private
14351,30, Federal-gov
14352,44, Private
14353,27, Private
14354,25, Private
14355,29, Private
14356,54, Private
14357,27, Private
14358,34, Private
14359,38, Private
14360,24, ?
14361,56, Private
14362,35, Self-emp-inc
14363,23, ?
14364,23, Private
14365,19, Private
14366,42, Private
14367,46, Private
14368,48, Self-emp-inc
14369,27, Private
14370,22, ?
14371,49, Self-emp-inc
14372,23, Private
14373,24, Private
14374,34, Private
14375,25, Federal-gov
14376,33, Self-emp-not-inc
14377,22, Private
14378,54, Local-gov
14379,39, Self-emp-inc
14380,25, Private
14381,75, Self-emp-inc
14382,28, Self-emp-not-inc
14383,50, Private
14384,62, Self-emp-not-inc
14385,40, Private
14386,58, Local-gov
14387,24, Federal-gov
14388,21, Private
14389,40, Private
14390,45, Private
14391,48, Private
14392,34, Private
14393,23, Private
14394,43, Local-gov
14395,42, Local-gov
14396,39, Self-emp-not-inc
14397,52, Self-emp-inc
14398,21, ?
14399,56, Self-emp-not-inc
14400,48, Federal-gov
14401,37, Self-emp-not-inc
14402,25, Private
14403,40, Private
14404,34, Private
14405,52, Private
14406,41, Private
14407,36, Local-gov
14408,21, Private
14409,28, Private
14410,31, Self-emp-not-inc
14411,20, Private
14412,68, Private
14413,35, Private
14414,32, Private
14415,64, Private
14416,17, Private
14417,25, Private
14418,74, ?
14419,31, Private
14420,51, State-gov
14421,67, Private
14422,42, Private
14423,29, Private
14424,31, Private
14425,21, Private
14426,67, Private
14427,41, State-gov
14428,27, Private
14429,51, Private
14430,21, ?
14431,28, Private
14432,21, Private
14433,28, Private
14434,29, Private
14435,39, Self-emp-inc
14436,21, Private
14437,43, Private
14438,44, Self-emp-not-inc
14439,28, Private
14440,31, Private
14441,18, ?
14442,27, Private
14443,34, State-gov
14444,25, Private
14445,34, Private
14446,43, Local-gov
14447,40, Self-emp-inc
14448,21, Private
14449,25, Private
14450,21, Private
14451,19, Self-emp-not-inc
14452,49, Self-emp-inc
14453,20, Private
14454,36, Private
14455,32, Private
14456,23, Private
14457,21, Private
14458,25, Private
14459,26, Private
14460,24, Private
14461,22, Private
14462,26, Private
14463,22, Private
14464,41, Local-gov
14465,18, Private
14466,24, Private
14467,38, Private
14468,36, Private
14469,45, Local-gov
14470,38, Local-gov
14471,38, Private
14472,34, Self-emp-not-inc
14473,53, Local-gov
14474,32, Private
14475,17, Private
14476,45, State-gov
14477,31, Local-gov
14478,47, State-gov
14479,27, Private
14480,61, Federal-gov
14481,33, Private
14482,67, Private
14483,38, Private
14484,25, Private
14485,33, Local-gov
14486,27, Private
14487,45, Private
14488,24, Private
14489,23, Private
14490,48, Private
14491,61, Federal-gov
14492,22, Private
14493,34, Private
14494,32, Private
14495,35, Federal-gov
14496,36, Private
14497,24, Private
14498,60, Private
14499,28, ?
14500,64, Private
14501,22, Private
14502,27, Private
14503,36, State-gov
14504,27, Private
14505,52, Private
14506,57, Self-emp-not-inc
14507,23, Private
14508,29, Self-emp-not-inc
14509,34, Private
14510,38, Private
14511,50, Self-emp-not-inc
14512,50, Private
14513,51, Self-emp-not-inc
14514,17, Self-emp-inc
14515,25, Private
14516,19, Private
14517,43, Self-emp-not-inc
14518,59, Private
14519,39, Private
14520,18, Private
14521,27, Private
14522,39, Private
14523,44, Private
14524,19, Private
14525,32, Local-gov
14526,48, Private
14527,46, Private
14528,65, Private
14529,57, Self-emp-inc
14530,48, Private
14531,46, Private
14532,27, Private
14533,29, Local-gov
14534,21, ?
14535,20, ?
14536,51, ?
14537,35, Self-emp-inc
14538,29, Self-emp-not-inc
14539,30, Local-gov
14540,65, Private
14541,20, ?
14542,47, Federal-gov
14543,41, Private
14544,17, Private
14545,38, Local-gov
14546,38, Local-gov
14547,39, Self-emp-not-inc
14548,24, ?
14549,52, Private
14550,46, Self-emp-not-inc
14551,22, Private
14552,56, Private
14553,37, Self-emp-not-inc
14554,59, Private
14555,19, Self-emp-not-inc
14556,31, Private
14557,22, Private
14558,48, Self-emp-not-inc
14559,63, Self-emp-inc
14560,33, Private
14561,53, Private
14562,38, Private
14563,39, Private
14564,59, Private
14565,45, Private
14566,39, Private
14567,60, State-gov
14568,38, Private
14569,31, Private
14570,61, Self-emp-not-inc
14571,66, ?
14572,26, Private
14573,60, Self-emp-inc
14574,68, ?
14575,32, Private
14576,25, Local-gov
14577,43, Local-gov
14578,26, ?
14579,55, Private
14580,66, Private
14581,31, Private
14582,35, Private
14583,58, Self-emp-inc
14584,56, Private
14585,22, Private
14586,46, Local-gov
14587,33, Private
14588,26, State-gov
14589,42, Self-emp-not-inc
14590,45, Private
14591,43, Private
14592,19, Private
14593,27, Private
14594,51, Private
14595,42, Private
14596,43, Self-emp-not-inc
14597,38, Private
14598,44, Private
14599,36, Private
14600,37, Private
14601,29, Private
14602,53, ?
14603,42, Self-emp-not-inc
14604,80, Private
14605,61, Private
14606,55, Private
14607,20, Private
14608,23, Private
14609,48, Federal-gov
14610,24, Private
14611,71, State-gov
14612,49, Private
14613,39, Federal-gov
14614,22, Private
14615,67, Federal-gov
14616,18, Private
14617,38, Private
14618,38, ?
14619,50, Private
14620,56, Self-emp-not-inc
14621,23, Private
14622,26, Private
14623,32, Private
14624,44, Private
14625,27, Private
14626,40, Local-gov
14627,43, Private
14628,31, State-gov
14629,57, Private
14630,25, Private
14631,22, Private
14632,20, Local-gov
14633,27, Private
14634,39, Private
14635,27, State-gov
14636,41, Local-gov
14637,31, Local-gov
14638,41, Private
14639,25, Private
14640,29, State-gov
14641,22, Private
14642,62, Private
14643,29, Federal-gov
14644,44, Private
14645,32, Private
14646,19, ?
14647,20, Private
14648,65, State-gov
14649,24, Private
14650,37, Self-emp-not-inc
14651,43, Local-gov
14652,38, Self-emp-not-inc
14653,28, Private
14654,33, Private
14655,32, Private
14656,38, Private
14657,33, Private
14658,42, Self-emp-not-inc
14659,27, Private
14660,41, Private
14661,47, Local-gov
14662,55, Private
14663,30, Self-emp-not-inc
14664,54, Private
14665,40, Private
14666,21, Private
14667,34, Private
14668,30, Private
14669,31, Private
14670,22, Private
14671,37, Private
14672,41, ?
14673,52, Local-gov
14674,57, Self-emp-inc
14675,48, Private
14676,58, Private
14677,35, Self-emp-not-inc
14678,40, Private
14679,30, Private
14680,26, Self-emp-not-inc
14681,46, Self-emp-not-inc
14682,26, Federal-gov
14683,50, Federal-gov
14684,22, Private
14685,36, Private
14686,30, Private
14687,58, Private
14688,17, ?
14689,72, Private
14690,19, Private
14691,29, Private
14692,20, ?
14693,30, Private
14694,47, Self-emp-not-inc
14695,51, Private
14696,26, Private
14697,24, Private
14698,44, Private
14699,43, Private
14700,35, Private
14701,51, Private
14702,41, Private
14703,38, Private
14704,39, State-gov
14705,54, Private
14706,62, Private
14707,45, Private
14708,30, Private
14709,32, Private
14710,23, Self-emp-not-inc
14711,84, Local-gov
14712,46, Private
14713,67, Local-gov
14714,29, Private
14715,33, Private
14716,23, Private
14717,63, ?
14718,55, ?
14719,42, State-gov
14720,17, Private
14721,60, Private
14722,31, Private
14723,28, Private
14724,31, Private
14725,65, ?
14726,31, Private
14727,61, Private
14728,43, State-gov
14729,40, State-gov
14730,39, Private
14731,37, Local-gov
14732,47, Private
14733,45, Federal-gov
14734,30, Private
14735,30, Self-emp-not-inc
14736,49, Private
14737,51, Local-gov
14738,31, Private
14739,48, Self-emp-inc
14740,20, Private
14741,32, Private
14742,31, ?
14743,19, Private
14744,50, Private
14745,33, Private
14746,25, ?
14747,49, Private
14748,30, Private
14749,23, Private
14750,44, Private
14751,24, Private
14752,28, Private
14753,56, Private
14754,38, Private
14755,20, Private
14756,82, Private
14757,52, Federal-gov
14758,32, Private
14759,37, Private
14760,36, Private
14761,39, Private
14762,30, Private
14763,49, Local-gov
14764,40, Local-gov
14765,42, Private
14766,35, Private
14767,39, Private
14768,32, Local-gov
14769,22, Private
14770,53, Local-gov
14771,25, Private
14772,17, Never-worked
14773,44, Private
14774,52, Private
14775,42, State-gov
14776,34, Private
14777,27, Private
14778,37, Private
14779,39, State-gov
14780,26, Private
14781,48, Private
14782,57, Private
14783,36, Self-emp-not-inc
14784,27, Private
14785,17, Private
14786,30, Private
14787,37, Private
14788,31, Local-gov
14789,23, Private
14790,32, Private
14791,58, Private
14792,31, Private
14793,44, Private
14794,39, Federal-gov
14795,59, Private
14796,42, Private
14797,45, Private
14798,20, Private
14799,35, Private
14800,50, Private
14801,56, Private
14802,48, Private
14803,58, Self-emp-not-inc
14804,32, Private
14805,23, Private
14806,48, Private
14807,33, Private
14808,48, Private
14809,55, Private
14810,40, Local-gov
14811,50, Private
14812,52, Self-emp-not-inc
14813,19, Private
14814,55, Self-emp-not-inc
14815,36, Self-emp-not-inc
14816,39, Private
14817,22, Private
14818,44, Private
14819,34, Private
14820,33, Private
14821,55, Private
14822,35, Private
14823,50, Private
14824,43, Private
14825,29, Private
14826,56, Private
14827,33, Private
14828,24, Private
14829,46, Private
14830,60, Self-emp-inc
14831,48, Self-emp-inc
14832,65, Local-gov
14833,29, Private
14834,42, Private
14835,44, Private
14836,73, Self-emp-not-inc
14837,21, Private
14838,32, Self-emp-inc
14839,43, Federal-gov
14840,21, Private
14841,30, Private
14842,54, Private
14843,19, Private
14844,55, State-gov
14845,20, Private
14846,53, Private
14847,51, Private
14848,33, Private
14849,62, Private
14850,24, Self-emp-not-inc
14851,17, Self-emp-inc
14852,26, Private
14853,36, Private
14854,32, Private
14855,58, Private
14856,38, Private
14857,72, Private
14858,26, Federal-gov
14859,45, ?
14860,72, ?
14861,60, Private
14862,27, Private
14863,38, Private
14864,37, Self-emp-inc
14865,28, Private
14866,38, Self-emp-inc
14867,29, Private
14868,19, Private
14869,28, Private
14870,70, ?
14871,40, Self-emp-not-inc
14872,26, Private
14873,43, Private
14874,29, Private
14875,25, Federal-gov
14876,29, Private
14877,60, Private
14878,31, Private
14879,51, Local-gov
14880,18, Private
14881,36, Private
14882,35, Private
14883,48, Private
14884,78, Self-emp-not-inc
14885,72, Private
14886,24, Private
14887,58, ?
14888,36, Private
14889,48, Private
14890,28, Private
14891,26, Private
14892,29, Private
14893,47, Private
14894,50, Private
14895,35, Federal-gov
14896,17, Private
14897,41, Private
14898,37, Private
14899,35, Local-gov
14900,56, Private
14901,23, Private
14902,33, Private
14903,79, Self-emp-inc
14904,28, Private
14905,55, Private
14906,59, State-gov
14907,22, Private
14908,19, Private
14909,41, Private
14910,32, Private
14911,67, ?
14912,45, Private
14913,61, Private
14914,34, Private
14915,43, Self-emp-not-inc
14916,38, Private
14917,35, Private
14918,65, Private
14919,24, Private
14920,37, Private
14921,34, Self-emp-not-inc
14922,42, Private
14923,18, Private
14924,43, Federal-gov
14925,31, Private
14926,19, Private
14927,40, Self-emp-inc
14928,32, Private
14929,47, Private
14930,32, Local-gov
14931,46, Self-emp-inc
14932,40, Private
14933,36, Private
14934,33, Private
14935,23, State-gov
14936,21, Private
14937,40, Private
14938,53, State-gov
14939,20, ?
14940,53, Self-emp-not-inc
14941,58, Private
14942,51, Private
14943,31, Private
14944,35, Self-emp-not-inc
14945,23, ?
14946,31, Local-gov
14947,21, Private
14948,39, Self-emp-not-inc
14949,36, Private
14950,51, Private
14951,18, Private
14952,32, Private
14953,56, Private
14954,35, Private
14955,63, Private
14956,61, Private
14957,23, Private
14958,52, Local-gov
14959,19, Private
14960,33, State-gov
14961,35, Private
14962,35, Private
14963,38, Private
14964,23, Private
14965,22, Private
14966,20, Private
14967,19, Private
14968,47, Private
14969,59, Private
14970,38, Private
14971,36, Private
14972,27, Private
14973,24, Private
14974,35, Private
14975,22, State-gov
14976,37, Private
14977,36, Private
14978,28, Private
14979,55, Private
14980,29, ?
14981,32, Private
14982,66, ?
14983,47, Local-gov
14984,23, Private
14985,50, Local-gov
14986,40, Self-emp-not-inc
14987,51, Private
14988,34, Private
14989,28, Private
14990,52, State-gov
14991,39, Self-emp-inc
14992,43, Private
14993,36, Private
14994,25, Private
14995,42, Private
14996,35, Private
14997,43, Private
14998,34, Private
14999,50, State-gov
15000,30, Private
15001,44, Private
15002,52, Private
15003,35, Private
15004,36, Private
15005,30, Private
15006,36, Self-emp-inc
15007,39, Private
15008,25, Private
15009,26, Private
15010,20, Private
15011,20, Private
15012,70, ?
15013,26, Private
15014,24, Private
15015,48, Private
15016,62, Private
15017,48, Private
15018,52, Private
15019,25, Private
15020,58, Private
15021,40, Federal-gov
15022,29, ?
15023,45, Self-emp-inc
15024,19, Private
15025,37, Private
15026,23, Private
15027,31, Self-emp-not-inc
15028,64, Self-emp-not-inc
15029,28, Local-gov
15030,32, Private
15031,49, Local-gov
15032,35, Private
15033,19, ?
15034,45, Private
15035,39, Private
15036,55, Private
15037,46, Self-emp-not-inc
15038,19, Private
15039,29, Private
15040,25, State-gov
15041,37, Private
15042,30, Private
15043,28, Private
15044,36, Federal-gov
15045,32, Private
15046,34, Private
15047,34, Private
15048,20, Private
15049,27, Self-emp-inc
15050,36, Federal-gov
15051,35, Private
15052,37, Private
15053,32, Private
15054,32, Private
15055,52, Private
15056,50, Private
15057,23, Private
15058,25, Private
15059,21, Private
15060,31, Private
15061,31, Self-emp-not-inc
15062,41, Private
15063,47, Private
15064,20, ?
15065,20, Private
15066,29, Private
15067,51, Local-gov
15068,30, Local-gov
15069,23, ?
15070,48, Private
15071,39, Private
15072,62, Private
15073,22, Private
15074,46, Federal-gov
15075,51, Local-gov
15076,20, Private
15077,40, Self-emp-inc
15078,31, Private
15079,30, Private
15080,52, Private
15081,20, Private
15082,37, Local-gov
15083,65, Private
15084,40, Private
15085,60, Local-gov
15086,27, Private
15087,62, Private
15088,53, Private
15089,38, Private
15090,49, Private
15091,21, Private
15092,18, Private
15093,25, Private
15094,36, Private
15095,52, Private
15096,19, Private
15097,23, Private
15098,63, Self-emp-not-inc
15099,63, Self-emp-not-inc
15100,62, Self-emp-inc
15101,51, Self-emp-not-inc
15102,76, Local-gov
15103,50, Private
15104,45, Self-emp-inc
15105,44, Self-emp-inc
15106,51, Private
15107,42, Local-gov
15108,43, Local-gov
15109,53, Private
15110,29, Private
15111,41, Private
15112,44, Federal-gov
15113,35, Private
15114,27, Private
15115,35, Private
15116,60, Private
15117,49, Private
15118,33, Private
15119,35, Private
15120,31, State-gov
15121,54, Private
15122,57, Self-emp-not-inc
15123,30, Private
15124,45, Private
15125,41, Private
15126,25, Private
15127,51, Self-emp-inc
15128,42, Private
15129,28, Private
15130,47, ?
15131,53, Federal-gov
15132,31, Private
15133,46, Private
15134,25, Federal-gov
15135,47, Private
15136,26, Private
15137,30, Private
15138,48, Private
15139,22, Private
15140,32, Self-emp-not-inc
15141,33, Self-emp-not-inc
15142,31, Private
15143,43, Private
15144,26, Private
15145,34, Private
15146,50, Local-gov
15147,30, State-gov
15148,17, Private
15149,35, Local-gov
15150,29, Private
15151,27, Federal-gov
15152,32, Self-emp-not-inc
15153,34, Private
15154,32, Private
15155,47, Federal-gov
15156,40, Private
15157,26, Private
15158,30, Private
15159,54, Private
15160,53, Private
15161,38, Private
15162,43, Private
15163,25, Private
15164,39, Private
15165,57, Local-gov
15166,47, Private
15167,45, Private
15168,24, State-gov
15169,32, Self-emp-not-inc
15170,25, Private
15171,57, Private
15172,28, Private
15173,28, Private
